label,tweets
2,"the Republican Party, under the leadership of Trump, is seeking to retain political power by borrowing crucial element"
2,Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant is a failed show with a failed host who is just trying to hang on to the 42 viewers he has left. He has no integrity or intelligence at all.
1,OOPS That question was meant for Queen T (are you an illegal alien?)
1,Send her back.
2,"The Trump rallies are always packed with euphoric supporters. If anything, my MAGA family members and coworkers have doubled down with Trump , Send her back, build the wall... their support and the memes they like, equate Democrats to all of the worst criminals..."
1,"They are illegal dreamers, they should pave a pathway to citizenship but not in front of even 1 legal immigrant!!"
1,No way Bob. Send them right back to where they came from. Fix immigration or shut it!
1,"And just to reiterate, AT trumps rally, the people, not Trump said send her back about Omars hatred for America and color has nothing to do with it so people of color need to stop using that as an excuse to spread hate!"
1,"Our far left governments (CA, NY for example) want you and me to give up our peaceful neighborhoods for immigrant neighborhoods. We're to welcome in more crime, trash, and taxes to support our 3rd world neighbors."
1,Not an animal Illegal Alien Teen Released into U.S. Charged with Raping 7-Year-Old Girl
2,"So plays by the rules, immigrates legally and achieves by her own hard work and merit a seat in Congress. But chants send her back? Pure racism!"
1,Like we average Americans care what you have to say. You r a turncoat to your party and to think I voted for you at one time. Thank God for a President Trump who put Americans first. And yes send them 4 back. They are anti American and dont deserve to be in government or USA
1,Q What links the Apollo 11 mission with the Send them back chant? A SS officer Wernher von Braun
2,"So if the chants weren't about race, then they aren't racist. But send her back would definitely still be bigoted-- as in, If you're not born here, you are less-than. #StillReallyReallyBadLizCheney #StopSplittingHairs"
1,THIS is why Democrats lose elections Because they're more concerned with protecting the feelings of ILLEGAL ALIENS than they are with doing their actual jobs and upholding the interests of the AMERICAN PEOPLE!
2,These idiots [even on ] state The President did nothing to make them stop chanting 'send her back'. What the hell
2,#Send Me Back to the Country I Came From #influencer # Opinions and History
2,Just as we suspected...from those Craigslist ads Omarosa Claims 'Send Her Back' Chants Are Planned As Part Of The Rally |
2,Chris Wallace presses Stephen Miller on 'send her back' chant at Trump rally | TheHill - The Hill via
1,Would you support our great president if your son was killed by an illegal immigrant? Protected by a sanctuary ciry?
1,Democrats make mental hospital patients look sane. The low IQ 4 are running the Democrat party. Next year we must take back the house. We need mail in ballots checked to make sure illegals or someone other than the name on the ballot didn't send them in.
1,"An empty shit! Actually, I think his brain is hollow while he, as a whole shit , is so thick that common sense cant penetrate it (or ANYthing!) I wish upon Newsom that he experiences the very pain that an evil illegal alien has given to a citizen..."
1,Wait... did I process this correctly? Was that woman an Illegal American (a.k.a. an immigrant) and the Rich Person (a.k.a. a career politician) who has done nothing to solve the Illegal American's (immigrant's) dilemma and solve her problem? I see a correlation. LOL
1,"This send them back handwringing nonsense in beyond annoying. Look, its our country, we founded it. Lets just tell it like it is. Send them back feet first if need be. Ffs quit fucking apologizing"
1,More Cato research illegal immigrant incarceration rates are about half those of native-born Americans
1,"Disagree as a biracial woman I have never been literally terrified to go places with my kids before. I am now,that people condone it is appalling! send her back Im America and Ive been told that because of my skin color! And he is illiterate!"
1,She should stick to one language BC she c sucks at all of them and yes she is whore and illegal immigrant and Barron is an anchorbaby. Need to send her back
1,Business reporters should ask CEO;s of companies who donated to Donny if they support his send them back to their countries comments.
1,"Not stopping it is condoning it...sorry, your base Mr, President is vile, ignorant, and led b"
1,SEND THEM ALL BACK. NOW!!
1,"December 12, 2018. A 70 y/o man be headed and dismembered by neighbor who was an illegal immigrant. Wife of 49 years Trying to figure out how I am going to live w/o my husband. We can match story for story. Enough already."
1,Send them Back to anywhere... just Leave...
1,Lara Trump was warming up the crowd and ching them too chant send them back before Trump took the stage. It was a set-up!
1,State Attorney General !Send her back !
1,"Extremist, racist, right-wing Republicans hate Americans and everything America stands for. They want to divide us and turn us against each other. They want to steal from your pockets and hand out money to the wealthy while telling you lies. Send them back."
1,Totally false outrage by our leftist press
2,"Article summarized Send her back is not racist and it's actually harmless because it's just a rhetorical device of Trump's demagoguery. Also, why doesn't she respond to conspiratorial accusations that she married her brother? Just wow."
2,According to President Trump he says He's not happy with chants like that..he said he felt very badly a
1,Let me take over the justice system. Ill just send them all out back. Problem solved in an afternoon!
1,The specter of actual immigration fraud in the midst of the fake send them back narrative is too delicious an irony for the MSM to allow.
1,"Bigotry and xenophobia does not distinguish between Hindus and Muslims, or black or brown skin. When the US President target"
1,"That is irrelevant if they love the USA or not, it's about what the slimeball #Trump has turned them into!"
2,"The consensus that American civic nationalism recognizes all citizens regardless of race, creed, color, or religion was already fragile before Trump took office."
2,Dumb ass #MAGAts chanting Send Her Back are Incredible Patriots according to #DouchebagInChief.... These animals a
1,End it now. Send them back! Build the wall!
1,"Society, #MSM, #Democrats CANT PEER PRESSURE SUPPOERS! DONT BELIEVE ME? WAIT UNTIL THE NEXT EVENT AS WE CHANT SEND THEM BACK ALL OVER AGAIN. , YOU AINT SHIT. #MAGA2020"
1,"Send her back lock him up, Send her back lock him up, Send her back lock him up, Send her back lock him up. They aren't MY kind of Americans"
1,"it was sold by amazon directly, so I have no idea. I called the amazon support before I even opened it. I told them I didn't want to open it because I would rather just send it right back. They told me to open it and make sure it was the wrong product."
2,Would it be better to send back white trash Americans (if Europeans will take them back) and replace them with Central Americans?
1,Stop crying and fix it. Send them back until their claims are processed. Saves everyone time and money.
2,"About 10 days / fortnight from memory but they are on hand as I sent them an email and got a response within a few days about the one that was only fit for a baby !! I couldnt send it back but they sent me a code for a fiver off to buy another,so deffo legit mob"
1,"I believe Jimmys crack reporting skills were positively showcased only once in his career. That was when he stood in front of a tall border fence and proclaimed there were no illegal immigrant entry issues at that location. Everything else he reports, just believe the opposite."
2,"A CBS News reporter asked Mike Pence whether he wanted to tell Trump supporters not to use the racist chant send her back. Pence didn't take him up on the offer. # via google Webster def of a FAKE CHRISTIAN,Youre C pence holding a ME! Sign"
1,Send them Back
1,"The only solution you idiots want is to simply let everyone go on their Merry way. That is unacceptable. You want them out of detention centers? Send them home to come back the correct way. You might want a to send a freshman with them, their rants make sense there."
2,Pence says both he and Trump are not pleased with the send her back chant that broke out at their last re-election rally.
1,Send her back and lock her up are popular campaign winning themes for Americans tired of America bashing.I approve of those messages. Helen Raleigh 'The squad' is now the face of the Democratic Party and that means Trump's gonna win
1,Shes right. GOP cannot have it both ways; to accept any part of Trump or his policies is to accept all. Cupp calls out Republicans What a load of crap
1,"I LIKED THE PICTURES OF SAFFRON AND HUNTER YOU POSTED TO THE INSTAGRAM, DID THEY GET THE CHECK I SENT? IT HAS NOT CLEARED YET, AND I AM WORRIED AN ILLEGAL IMMIGRANT STOLE IT OUT OF YOUR MAILBOX.ALSO, PLEASE CALL AND TELL ME HOW TO TURN OFF CAPS LOCK! LOVE YOU!"
1,Is anyone aware that if they aren't an American Indian they don't have a right to say send anyone anywhere. This is ludacris. It's like me going into my new neighbors house and yelling at them to go back to there least house. WTF
2,The best part of the North Carolina send her back crowd? Trump cannot differentiate between N Carolina N Korea N Dakota And no one will tell him Enjoy yokels!
1,Damn the new vette Should I send my M4 back? Its still on the ship...I could tell them to turn around and go back lol. Any Chevy dealer managers out there who could give me more info on the new vette?
1,SEND THEM BACK! Too soon?
2,Im not sure if you have seen the news where kids are locked up in the US and theres also a story about a US journalist who was hacked to death I love ASAP I do but this lobbying arrived nicely after send her back chants you are part of the problem and your man too!!
1,There is an illegal alien hiding in the White House #ICEraid
1,"From lock her up to send her back with #DonaldTrump, its always about punishing women."
1,Ask yourself What have you done today to make sure that America doesnt have a racist president (with 43 percent of the vote) through 2025? via
1,We should send them all back. Keep Trump for ever.
1,"So its ok to separate Americans from their Kids but not an illegal alien, do you have any idea how dumb you are, because we do and when I say we, I mean everyone!!"
1,Twice-Deported Illegal Alien Charged With Three Murders Two Were Children
1,That's because Melania is an illegal immigrant and Trump is guilty of marriage fraud.
1,"Rather lovely letter today from the Universal Credit people saying they over paid me. My response so far, written out on red ink in big capital letters is YOU DIDNT FUCKING PAY ME ANYWAY YOU IDIOTS! YOU SAID I WAS AN ILLEGAL IMMIGRANT. FUCK OFF! Might need taming down"
1,"President Trump to magic Johnson should we send them all back? No, just Rob"
2,Today Stephen Miller told Fox he's outraged at that his boss telling her &amp; The Squad to leave the US &amp; go back to i
1,"Why you damn Trump supporters who just again witness the lying ass fuck head trump, who said he told the crowd to stop chanting send them back he straight fucking lied to our faces and you dont give a fuck.. wow"
1,"Please describe the fire you will bring all the millions of Americans who want every illegal criminal alien GONE. C'mon, what are ya gonna do to me? Bring it babe."
2,"On the other hand the same women have no problem voting them in, imo. Serves them right, sry. Look at the masses of women chanting send her back at trumps rallies and they bring their kids with them to teach them hate, ok."
1,"After Tiananmen Masacre, Pan-Democratic camp worked with the West to send Mainland Chinese protesters out of China. This time, after young #Hongkong protesters fled to #Taiwan, pan-democratic camp collected their contact info and try to persuade them back! How cruel is that!!!"
1,You do know that you could always move to another country! If you need tickets I will personally send them to you one way but you would have to sign an agreement that you would not come back or you will have to pay me a thousand times more than I paid for the tickets
1,Im sorry but I embrace the send her back movement. We are not a country of immigrants . My family has been here for over 500 years. This country was built by old white men. We allow others to come. But they must appreciate it or GTFO!
2,Michelle Obama swipes at Trump over the 'send her back' chant at rally
1,And yes send them back to their homes- you know it costs 20k just to deport ONE person back?
1,"By the end of the 13 seconds, the girl is starting to mouth the words herself. Send her back! Send her back!' -- Strong (and sad) piece by via"
2,Geraldo Rivera Can't Make 'Fox &amp; Friends' Hosts See That Trump Tweets Are Racist
2,Send back to her country with her anchor baby
1,You are an illegal alien!!
1,Donald trump needs to go this man said send them back where they came from like we came here voluntarily .... he wouldnt even know where to send us back to
1,"BREAKINGTrump REVERSES on Send her back chant thank God.Pence's advic... via Pres.Trump, NEVER but NEVER Apologize to Democrats and those that are Enemies of a FREE USA.!! Pity you did that.!!"
1,"But ILLEGAL aliens do pose a threat. And the MSM conflate the two between immigrant and illegal alien. There IS a distinction. It's NOT illegal to be an immigrant. Trump is married to an immigrant, but but he hates immigrants"
1,If I can't afford it and I'm legal why in the hell should an illegal alien get it?
1,bring hb back to ikon you panini heads istg ill summon all the demons and send them to yalls houses and make sure y
1,"Whether they claim it was about politics, race, or both, that chant was un-American. Free speech is one of the most basic tenants of our country. If you truly value that right, you would never send any one back for exercising it, no matter how much you might disagree with them."
1,Agree - we should be immediately send them back across the border
1,#Shame on for attacking panelist implying that she is an illegal alien. Never allow #Bigot #Tarkanian
1,"That not what he said he said send them back. So yanno if you dont want the people dont you dont get the benifits they bring. Say good bye to a whole bunch of food, clothing, music, stories... and so on. If you dont lile ilhan omar then dont watch aladin, hell give up tavlu too."
1,"so trump is literally going to campaign on the slogan send them back, referring to anyone thats not white? great. this country should be reduced to rubble."
2,"Uh huh nope. Send. Her. Back. Means the chant was directed a FEMALES and implied to return to their place of ORIGIN. So, yeah. Gender and Ethnicity."
1,#TuckFrump Diversity Makes Us Great Michelle Obama Talks About Send Her Back Cheers
1,"Send her back not because of race, sex or creed but because she badmouth and hates our country."
1,"Twice-Deported Illegal Accused of Murdering Iowa Mother, Her Two Kids via"
1,"Accept they don't attack regular conservatives. You don't just happen to accidentally March alongside someone wearing a swastika, or chanting blood and soil, Jews will not replace us or send them back. Those are willfull actions deserving a response."
1,"Amazing how many fear wrongs and then they say, oh we did not say it. The squad is part of ISIS! Send them back!"
1,"I love how they constantly intertwine immigrant with illegal immigrant to imply we are all haters &amp; racists. Were all immigrants, we all came from somewhere else. Immigrants are this country. People here illegally and people here who hate America are the issues at hand."
1,Send her back. All four of them! Anywhere but America. Preferably Iran.
1,"Using the hashtag #IStandWithIlhan, elected officials and other public figures are pledging their support for Rep. Ilha"
1,"There was no legal or illegal back in 1845. However, there was a lot of 'send them back' by the German - Dutch - English who were here. Sure, Levittown and parochial schools. Nothing exclusionary about that. Many blacks, hispanics in your circle of friends? Ever rousted by the co"
1,send her back IS about race; its so sad to see you squirm and try to turn the discussion around
2,Fox News Chris Wallace hammered top White House adviser Stephen Miller on Sunday after he claimed President Donald Trump made clear that he didnt condone his supporters racist send her back chants at his rally in North Carolina via
2,"So it's patriotic to chant 'send her back' about an American citizen?!?! You didnt lead them on, but you certainly wait"
1,and Twitter Targets Angel Mom Her son was killed by an illegal immigrant. Then she tweets about the dangers of illegal immigration. Twitter Where the 1st Amendment goes to die. #Censorship #BigTech
1,I agree with our President. Send them all back
1,Commence pas ! tu vas entendre des Send them Back
1,"Liberals know perfectly well that Trump is not a racist. They also know the difference between the term immigrant and illegal immigrant, but all the time they play with words to confuse idiots."
1,"First of all, stop using the term undocumented immigrant or undocumented individual. They're illegal aliens who broke our laws."
2,"Send #Melania #Trump back to where she came from, along with her parents!"
1,I cant wait for this dog to roll in mud and Arabella asking you to send her back and get a new one.
2,Cheney Says Trump #GoBackToAfrica ain't racist! It's about policies that will hurt the Elites Like #MedicareForAll #GreenN
1,send them all back they dont belong here its not USA fault them dummies came here!
1,how can ANYONE still support him when a crowd of white people scream send her back about a Muslim congresswoman and he refers to them as great people. You and your supporters are all fucking vile human beings.
1,Excellent. Now get rid of the illegal alien voters.
1,Trump for 13 seconds during SEND HER BACK said not a word NOT ONE WORD But tells people he was trying to get them to stop it NOT ONE WORD WAS SAID Think about that for a minute next time you call this the best president ever
1,"Yep, he can send them back where they came from."
1,tries to ride the tiger but in the end it will eat him. The Brexit Party mainstreaming xenophobia in a reb
1,"If they don't like this country, I agree, send them back to where they came from. Nothing racist about telling the truth."
2,Good Christian sentiments in the age of Trump.
1,Well she's full of it. Can we send her back?
1,#Trump wants all children to be as #Brain #Damaged as he is. The disgusting chant of Send them Back follows the same #Rhythm
2,"First, notice you never hear chants to send people back to Norway? Or Canada? Because its not an immigrant issue. Its a race issue. And remember, she was a spreader of birtherism. I remember watching her argue the issue with Joy Behar long before Trump was even running"
1,"Under Trumpism, no defense of the /volk/ is a betrayal, even if it undermines the republic, and no attack on the /volk/s hegemony can be legitimate, even if it is a defense of democracy."
1,anne is singlehandedly bringing my baby fever back w videos of her cute ass niece send tweet
1,as I'm sharing this on they block me for sending what people consider abusive. I keep getting 30 days for posting TRUTH. Illegal immigrant gives rave review of detention center 'Everything is excellent'
2,"Trump is an arsonist. A pattern of outrageous statements inflaming the Trump Davidian faithful and then tossing them all under the bus. That's the thing about being a cult leader, only one human being in a cult. To a grifter, they are hick marks for scam."
2,This send her back chant should be proof that it's time to split this country - we're better off without them... #Blexit #SplitUSA #ScottFree2020
1,"Yes, and he would be happy to send them back to their countries but dems won't let him."
1,"Today, the President is showing his true colors after yesterday's failed attempt to convince you that he didn't like that"
1,Angel Mom is so right Illegals get the red carpet treatment. So upsetting. Sabine is a beau
2,"Donald Trump defends rally crowd that chanted 'send her back,' calling them 'incredible patriots' - USA TODAY #Trump #NorthCarolina #aday #Facebo"
1,"#SaturdayThoughts America has a #RacistInTheWhiteHouse backed by a Rep party WITH NO SPINE &amp; a network WITH NO INTEGRITY! Americans do not support WHITE SUPREMACY, even if Trump holds KKK RALLIES where his crowds chant send her back for 13 seconds &amp; he calls them patriots!"
1,needs to have these talks BEFORE the rallies. There is fair criticism of but send her back is not one of them.
2,"Idiot people where chanting send her back on live tv first you said it was wrong at the oval office presss conference, then the next or two days later because hannity or whoever said to ( guess your thumb is two far up there buts to be your own person)"
2,This is the most ridiculous thing and it would be funny if there weren't lives at stake. After reveling in his racist twe
1,Send them back !
2,Chris Wallace Shuts Down Stephen Miller's Lie About Racist 'Send Her Back' ChantsMiller if youre a proud Jew be very worried about Trumps racist rants against minorities. Trumps very fine people in Charlottesville said very negative things about Jews.
1,I hope you see the other side dear. People were murdered by an illegal immigrant who was deported twice but youre concerned with the usual millennial chant ofracism whenever you disagree with a position. Enjoy the game tonight. Im sorry
2,The four congresswomen have NEVER said the crap Trump and Pence keep crediting them with. And the MEDIA lets them get away with it. Pence says Trump might make an effort to stop send her back chants in the future
1,I am in favor of sending each and every Islamist back to the Islamic World. I dont want to be a part of their world and I dont want to fall victim to their hatred and violence as already all too many innocent people have. Its reckless and crazy NOT to send them back.
1,"What medical procedure was required to take you from the position that POTUS is an orange con-man to becoming Little Marco, King of the Trump Shills? Was it painful? Also, do you have a Bible verse you could share for the send them back chants? Big fan. Thanks. Later!"
1,"He is semi literate and not a journalist, but please USA, please take this convicted criminal thug, fraudster and attempted illegal alien ( to the USA ), away from the UK where he is hated by the vast majority of UK citizens."
1,"How about the person who claimed lets make America great again- seems like he didnt like it - he should have left, especially refusing to be drafted during a war and married to an illegal immigrant, makes deals with our enemies to enrich them...and rapes children."
1,"Weak spineless and weak. You should do better, your family were immigrants once, illegal or otherwise. You should do better. Jesus was an immigrant, he was not welcomed back into his own land, remember that."
1,It's his smart ass comeback to send them back.
1,WASTED INK. Dems are really good at wasting time and our money on passing things that have NO chance of
2,"My call Each Trump rally will now have 2 things. A send her back chant &amp; Trump, half-hearted, call to stop. Accomplishing both the red meat, &amp; surrogates getting to do a lap on media showing us how DJT is pushing back to unite the nation."
1,"Does anyone truly believe that the people chanting send her back really believed that was going to take action to send her back to Somalia. It was a tongue in cheek rant, Unlike when BLM was chanting what do we want dead cops, when do we want them now."
2,TRUMP send her back! CROWD send her back! GOP this unruly crowd does not reflect the president
1,"No, left wing media calls everything white people do racist, while ignoring POCs who are actually being racist. The story gets tired. No, send her back wasnt racist either, just a group of people tired of that commie always bashing America. Im sorry you are so brainwashed"
1,O.. YES.. LONG OVER DUE.. HE IS CRIMINAL ILLEGAL ALIEN.. TRAITOR
2,I so admire how on and how he chooses to honor our American flag. #Sarc His suit jacket is lined with a replica of Old Glory. Surely he realizes a suit liner is used to protect the garment from his sweat?!?
1,"You, If you truly believe that, are either willfully blind or you are a damned fool. They condone ANTIFA violence, lie, promote public abuse of Conservatives,espouse socialism,associate with CAIR,want open borders,protect illegal alien criminal&amp;demand abortiom up2&amp;after birth!"
2,Lara Trump lashes out after CNN host accuses her of 'lying' about rally crowd's Send her back! chant Go girl! h
1,She is the new Mrs Clinton. Lock her up or send her back
1,So believes it is ok for a few child rapists to pour in America to rape American children because the majority of illegal immigrants arent criminals is a disturbing person. He sickens families who had a daughter raped by an illegal immigrant
1,A New York businessman working in London writes an open letter to Trump in the wake of the Send her back! rally chan
2,i will personally send this to the editors and force them to bring him back to read this tweet
1,Allah Plis Send Her Back
2,Mike Pence says Trump 'might make an effort to speak out' if 'send her back' chant happens again
1,"Twice-Deported Illegal Accused of Murdering Iowa Mother, Her Two Kids via"
2,Mary Ann . My heart is w you. I pray God continues 2 give u s
1,Glad i left that bank years ago! We have cranks running businesses now EMBARRASSING Woke Bank of America President Moynihan Explains Decision to Refuse Business with Illegal Alien Holding Centers (Video) via
2,Blue face says hes the best lyricist. Freddie says hes better than Doom. Trump tried to stop the Send her back chant.
1,If Jesus comes back he will be considered an illegal alien - good luck trying to separate him from his father....
1,inventing a game called venmo trust falling where you venmo a friend 50 dollars &amp; then ask them to send it back. you go first
1,3.5 victims for each illegal alien charged with child rape and sexual assault.
1,"If you are BORN IN AMERICA and HATE our country, nobody is keeping you here. It's not send them back, it's GET THE HELL OUT!"
2,Youre not patriotic if youre chanting send her back to an American!
1,Send her packing ................. with her bags and luggage put her on the first aircraft and send her back to where she came from. God Bless #America
1,Yep...can send them back where they came from....... ....ON ELECTION DAY!!!
2,your praising those who chanted send her back establishes you were supporting them doing so
1,Send them back then
1,When I get a warning that a Illegal Immigrant is around my neighborhood
2,Might? Why do I think of Beavis and Butthead when I see pictures of these two morons together? Mike Pence says Trump 'might make an effort to speak out' if 'send her back' chant happens again #Topbuzz
2,U.S. Rep. Alexandria Ocasio-Cortez told constituents on Saturday that President Trump enjoyed hearing a crowd at his rally call for a U.S. congresswoman to return to the country where she had been born.
1,"she sure did and she was Spot on! I just dont understand how anyone can say Trump's crap wasnt racist, And that when he says Send them back, it's not just Blacks or women"
1,"#ITAINSTITUTECON3 | Harry joked he'd find it fun if things were like in Groundhog Day, and Magnus could just watch Cl"
2,"Liz Cheney 'Send her back' chant 'inappropriate' but not about race, gender #Somalia"
1,"I Don't owe them Anything. I Don't want to provide Anything for them or their children. Open the camps and Deport Everyone back that's Not Self Sufficient. No illegal immigration,send them back and Definitely No more birthright citizenship. They are leeches that burden taxpayers"
1,Is love to know her response to the send them back chant.
1,I got it let's send all these trolls to #Area51 and let them be the cannon fodder trying to unearth the truth! While the rest of us sit back watch the carnage unfold and eat popcorn! Stupid people speading up natural selection in a expedited pace!
2,"We never stopped gathering up some money to send back to his Muslim Family back in Iran. As he Bows and Prays with them. Indeed Bowing to Dictators, and Loves the sweet sound of their Chants, (Death to Amer.) his Fav. .. CASH only of course!"
2,"New Article Mike Pence says Trump 'might make an effort to speak out' if 'Send her back' chant happens again #WorldNews July 21, 2019"
2,Soon after President Trump held a rally in Greenville and his crowd chanted Send her back my colleagues and
1,Do you agree with Trump when he says send them back? R U a racist?
1,They are NOT immigrants they are ILLEGALS. Send them back. #AmericaFirst #TrumpLandslide2020 #KAG2020
1,"I've checked and they ALL *suddenly* use the same terminology....so it's clear they are being *told* what to say. They are Farage's Stormtroopers ...whatever 'Brexit' evolves, they won't be happy until every EU citizen is deported (I've been told that). 'Send them back'...eh!"
1,Illegal Alien crime stats 2017/2018
1,"Don't you have some racist propaganda to feed to your husband? Oh, btw, we are on to your illegal immigrant status. Your parents are also illegal."
2,Youre equating guns with humans. Its once again like saying there were fine people on both sides in Charlottesville or that they were amazing patriots with the send her Back chant. How about that rationale?
2,Wyoming must be SO proud. House Republican Conference Chairwoman Liz Cheney (R-Wyo.) on Sunday said that the chants of send her back directed at Rep. Ilhan Omar (D-Minn.) that broke out at a President Trump rally last week were inappropriate but not about race or gender.
1,"YES THESE ILLEGALS ARE WHO YOU CARE ABOUT AND NOT HARD WORKING AMERICAN CITIZENS! NOT THIS MOTHER WHO LOST HER SON BECAUSE OF YOUR WOHLESS ACTIONS! IF THEY DONT WANT TO BE IN SO-CALLED CAGES OBAMA BUILT, DONT COME! SEND THEM BACK!"
1,One he never said send her back he said she is welcome to leave get the difference straight stop telling lies
1,"No skriver du at han ba dei reise heim. Eg skriver ikkje at Trump sa send them back - og kva fansen skriker er ille nok. Men ja, han kallar damer med indiansk bakgrunn Pochahontas... kvite kvinner - grab them by the pussy - men han ber ikkje kvite menn reise heim"
2,What do you mean? He did do something to stop them...he started speaking again very quickly. You know...about how much he hates Ilhan Omar...and how much they should all hate her. And how they should send her back.
2,Send her back so the people stand at attention. But I know nothing about that. As he didn't stop the chant. Heil Trumpy! Vote better people. I will not sit at attention for anyone but stand only stand for a judge in a court of law where that's what we should respect. Not a moron
2,Its a soft mindset with which Klentak and Kapler have infused the players. Remember a few years back wh
1,From Lock her up to Send them back the Trump playbook is clear. A clear extension of the birther nonsense of his last campaign. Who will denounce this obvious racism?
2,#Pence says #Trump 'might' speak out if rally crowd chants 'send her back' again #TheHill
1,i love promoting proper journalism
1,if you thought you were a journalist with integrity you lost it after the Trump Send her back rally
1,IDK but it says dont go to California unless youre an illegal alien.
1,"Send them back! Are they talking about one freshman congresswoman? Short answer, no."
1,"Area 51 request...Alien ant farm, smooth criminal!"
1,Send her back. I hope we do. She's poison. Our culture made the Blues. Our culture made rock and roll. Our culture made rap. Forgive our sins. She doesn't get it. All of that was a struggle. She isn't tied to it at all. Not at all.
2,"#Trump, who said that needs to go back to where she came from, just lied &amp; said that when he heard the Send Her Back chant, he STAED SPEAKING VERY QUICKLY to cut them off. Watch for yourself. He patiently waited until the chant died out on its own. #BDS #Zionist"
1,'Illegal immigrant' Obi Forgive Nigerian who overstayed his visa. A sexual predator who went hunting in Corby bar
1,"Send them back!! I may have to sell my home because SSDI doesnt pay me(an American citizen) enough!! Americans before illegals!!! Please!!! I dont want to lose my home!!! Funds used to house, feed, and care for them should help me first #AmericaFirst"
2,Its almost as though the send her back chants had nothing to do with loving America.
2,". A slight correction After Trump laid into Omar, the CROWD (not him) were chanting Send HER back - the Somalian refugee, specifically &amp; singly - not THEM Utterly disgusting, cruel, offensive &amp; extremely RACIST - but let's get the details right!!"
2,What you're describing sounds very similar to characteristics of your President and his followers. Remember when he told his voters to violently hit any one who protested him at his rallies and he would bail them out? Or how about enticing send her back crowd chants. #Hypocrisy
2,They work with Ortega's repressive corps (Army and police). They send back and give them to Ortega's police the people that gets to the US running away from repression. They keep diplomatic relationships with Ortega's regime. They order the NI capitalists to talk with ortega...
1,You dont realize how stupid you sounded in Sioux City. where DOES the buck stop? you people are scary and ridiculous. Just heard 31% of immigrant women have been sexually assaulted. GETTING here is not just illegal but UNSAFE!
1,Watching and episode of #90DayFiance. I got a real problem with this white woman Ashley. She called the cops on her husband and say hes an illegal immigrant because she was pissed at him. That shit was foul. Idgaf what youre going through. You dont do that shit
1,"Illegal alien detention where medical care and 3 meals a day are provided? Nope, Pelosi's back yard..."
1,"As someone who has lived 50 years in the Bible Belt and has generally identified with conservative politics historically, send them back grieves me. I can find nothing great about it."
1,NO DIDNT DELIVER ALL HIS PROMISES NOT BIG ONES LET GOP DO WHATEVER WANT INCREASED DEBT $3 TRILLION DIDNT BUILD WALL STOP ILLEGAL ALIEN INVASION INCREASED IT BIG TAX CUT WENT TO DAMN CORPORATIONS THAT PAY NO TAXES WE JUST KEEP BRIBING THESE JERKS TO TAKE CARE OF AMERICA WHY?!
1,"Say what?! Better send them back to school for more training. Its SOP (standard operating procedure). The Hooman Manual specifically states All dogs must perform quality control samples of bacon, cheese or any other fine foods."
2,So joy is OK with Omar being in Congress even though Omar broke many laws including marrying her brother to get
2,"What a hypocrite! He tweets racist comments about people, and when his people chant send her back, echoing his racism, he does nothing to stop them. Which is the same as endorsing that chant."
1,"1. Its not racist to build a wall, many countries have one and Obama supported one during his presidency. 2. Its not racist to deport an illegal immigrant who can to this country... you guessed it, illegally. 3. He was referring to MS-13, a gang whos motto is Rape and Kill."
2,"Im a refugee immigrant and I support building the wall, vetting immigrants, stop any encouragement and benefit"
1,4. Hating illegal/legal immigrants isnt racism.. its just hating them. Immigrant is not a race/color therefore it isnt racism. 5. I am NOT naive or racist.
1,"She was the second phase in destroying America. Do not kid yourself for one minute. America is the last safehold on this planet. You fall we all do!! We need you to fight! We, the World!, needs POTUS to do exactly what hes doing! SEND THEM BACK! WWG1WGA.. WORLDWIDE FREN!!"
1,"The send them back crowd doesnt care about the R party, only their cult leader so we should be educating everyone about the necessity &amp; value of dissent, not merely Republicans, many of whom understand all of this but choose to do nothing. In any event, excellent points here."
2,"Congregations divided in N.C. city where crowd chanted Send her back! Church &amp; politics, no Bueno"
1,"Stop explaining. People are angry about immigration, Democrats favor illegal aliens over citizens. Sc"
1,"Could send her back be America ? I know it doesn't fit your narrative . As for Omar or Elmi , send her back also"
2,How would Trump feel if people chanted Send her back to his wife?
1,Chuckie take them to your home or send them back ...
1,"IIHAN OMAR IS AN ILLEGAL ALIEN! OMAR IS NOT EVEN HER LAST NAME! OMAR IS THE NAME OF THE FAMILY, THAT SHE USED, TO GET INTO THE UNITED STATES!"
1,Since when has a Condemnation from a NAZI Country (and that is who the EU are the NAZI) meant a Damn thing to Americans? Well besides cause US to Hang THEM at Nuernberg...Again! While we are at it Mr. send those back... To their Globalist NAZI Masters!
1,"Yes, we don't need crowds yelling send them back. Let the Squad bury themselves in their racism/race card dealing &amp; anti-Semitism! Did you hear that they told Pelosi again to watch her step? We're women of color! Moe, Larry, Curly, &amp; Shemp!"
1,"Wasnt your side doing it in 2016? Its not right but the alternative is send them back to their country of origin. Sorry, its a bad situation that is only enraged the left as of recently."
1,We are all equal under which ever God or relgion we follow all members of the human race
1,Why dont we try passing bills that really matter?? If I want to call someone an illegal alien then I have every right to under free speech. This is still America right??
1,SEND THEM BACK!!!!!!
1,"You mean to say I can't set up my tent on the front lawn of Parliament Hill, go hunting with my open-carry sidearm, c"
